,filename,filepath,compression,ext,mime,q_hash,q_name,source,source_class
0,AgenziaANSAInstagramIMG0.jpg,AgenziaANSA/AgenziaANSAInstagramIMG0.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
1,AgenziaANSAInstagramIMG1.jpg,AgenziaANSA/AgenziaANSAInstagramIMG1.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
2,AgenziaANSAInstagramIMG10.jpg,AgenziaANSA/AgenziaANSAInstagramIMG10.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
3,AgenziaANSAInstagramIMG100.jpg,AgenziaANSA/AgenziaANSAInstagramIMG100.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
4,AgenziaANSAInstagramIMG101.jpg,AgenziaANSA/AgenziaANSAInstagramIMG101.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
5,AgenziaANSAInstagramIMG102.jpg,AgenziaANSA/AgenziaANSAInstagramIMG102.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
6,AgenziaANSAInstagramIMG103.jpg,AgenziaANSA/AgenziaANSAInstagramIMG103.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
7,AgenziaANSAInstagramIMG104.jpg,AgenziaANSA/AgenziaANSAInstagramIMG104.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
8,AgenziaANSAInstagramIMG105.jpg,AgenziaANSA/AgenziaANSAInstagramIMG105.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
9,AgenziaANSAInstagramIMG106.jpg,AgenziaANSA/AgenziaANSAInstagramIMG106.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
10,AgenziaANSAInstagramIMG107.jpg,AgenziaANSA/AgenziaANSAInstagramIMG107.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
11,AgenziaANSAInstagramIMG108.jpg,AgenziaANSA/AgenziaANSAInstagramIMG108.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
12,AgenziaANSAInstagramIMG109.jpg,AgenziaANSA/AgenziaANSAInstagramIMG109.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
13,AgenziaANSAInstagramIMG11.jpg,AgenziaANSA/AgenziaANSAInstagramIMG11.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
14,AgenziaANSAInstagramIMG110.jpg,AgenziaANSA/AgenziaANSAInstagramIMG110.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
15,AgenziaANSAInstagramIMG111.jpg,AgenziaANSA/AgenziaANSAInstagramIMG111.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
16,AgenziaANSAInstagramIMG112.jpg,AgenziaANSA/AgenziaANSAInstagramIMG112.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
17,AgenziaANSAInstagramIMG113.jpg,AgenziaANSA/AgenziaANSAInstagramIMG113.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
18,AgenziaANSAInstagramIMG114.jpg,AgenziaANSA/AgenziaANSAInstagramIMG114.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
19,AgenziaANSAInstagramIMG115.jpg,AgenziaANSA/AgenziaANSAInstagramIMG115.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
20,AgenziaANSAInstagramIMG116.jpg,AgenziaANSA/AgenziaANSAInstagramIMG116.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
21,AgenziaANSAInstagramIMG117.jpg,AgenziaANSA/AgenziaANSAInstagramIMG117.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
22,AgenziaANSAInstagramIMG118.jpg,AgenziaANSA/AgenziaANSAInstagramIMG118.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
23,AgenziaANSAInstagramIMG119.jpg,AgenziaANSA/AgenziaANSAInstagramIMG119.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
24,AgenziaANSAInstagramIMG12.jpg,AgenziaANSA/AgenziaANSAInstagramIMG12.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
25,AgenziaANSAInstagramIMG120.jpg,AgenziaANSA/AgenziaANSAInstagramIMG120.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
26,AgenziaANSAInstagramIMG121.jpg,AgenziaANSA/AgenziaANSAInstagramIMG121.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
27,AgenziaANSAInstagramIMG122.jpg,AgenziaANSA/AgenziaANSAInstagramIMG122.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
28,AgenziaANSAInstagramIMG123.jpg,AgenziaANSA/AgenziaANSAInstagramIMG123.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
29,AgenziaANSAInstagramIMG124.jpg,AgenziaANSA/AgenziaANSAInstagramIMG124.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
30,AgenziaANSAInstagramIMG125.jpg,AgenziaANSA/AgenziaANSAInstagramIMG125.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
31,AgenziaANSAInstagramIMG126.jpg,AgenziaANSA/AgenziaANSAInstagramIMG126.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
32,AgenziaANSAInstagramIMG127.jpg,AgenziaANSA/AgenziaANSAInstagramIMG127.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
33,AgenziaANSAInstagramIMG128.jpg,AgenziaANSA/AgenziaANSAInstagramIMG128.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
34,AgenziaANSAInstagramIMG129.jpg,AgenziaANSA/AgenziaANSAInstagramIMG129.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
35,AgenziaANSAInstagramIMG13.jpg,AgenziaANSA/AgenziaANSAInstagramIMG13.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
36,AgenziaANSAInstagramIMG130.jpg,AgenziaANSA/AgenziaANSAInstagramIMG130.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
37,AgenziaANSAInstagramIMG131.jpg,AgenziaANSA/AgenziaANSAInstagramIMG131.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
38,AgenziaANSAInstagramIMG132.jpg,AgenziaANSA/AgenziaANSAInstagramIMG132.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
39,AgenziaANSAInstagramIMG133.jpg,AgenziaANSA/AgenziaANSAInstagramIMG133.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
40,AgenziaANSAInstagramIMG134.jpg,AgenziaANSA/AgenziaANSAInstagramIMG134.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
41,AgenziaANSAInstagramIMG135.jpg,AgenziaANSA/AgenziaANSAInstagramIMG135.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
42,AgenziaANSAInstagramIMG136.jpg,AgenziaANSA/AgenziaANSAInstagramIMG136.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
