,filename,filepath,compression,ext,mime,q_hash,q_name,source,source_class
0,AgenziaANSATwitterIMG0.jpg,AgenziaANSA/AgenziaANSATwitterIMG0.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
1,AgenziaANSATwitterIMG1.png,AgenziaANSA/AgenziaANSATwitterIMG1.png,92,.png,image/png,,png_092,AgenziaANSA,0
2,AgenziaANSATwitterIMG10.jpg,AgenziaANSA/AgenziaANSATwitterIMG10.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
3,AgenziaANSATwitterIMG100.jpg,AgenziaANSA/AgenziaANSATwitterIMG100.jpg,75,.jpg,image/jpeg,9f8a9109f7a07fc2ecfdd7e92847019c,jpeg_075_9f8a9,AgenziaANSA,0
4,AgenziaANSATwitterIMG101.jpg,AgenziaANSA/AgenziaANSATwitterIMG101.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
5,AgenziaANSATwitterIMG102.jpg,AgenziaANSA/AgenziaANSATwitterIMG102.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
6,AgenziaANSATwitterIMG103.jpg,AgenziaANSA/AgenziaANSATwitterIMG103.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
7,AgenziaANSATwitterIMG104.jpg,AgenziaANSA/AgenziaANSATwitterIMG104.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
8,AgenziaANSATwitterIMG105.jpg,AgenziaANSA/AgenziaANSATwitterIMG105.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
9,AgenziaANSATwitterIMG106.jpg,AgenziaANSA/AgenziaANSATwitterIMG106.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
10,AgenziaANSATwitterIMG107.jpg,AgenziaANSA/AgenziaANSATwitterIMG107.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
11,AgenziaANSATwitterIMG108.jpg,AgenziaANSA/AgenziaANSATwitterIMG108.jpg,75,.jpg,image/jpeg,9f8a9109f7a07fc2ecfdd7e92847019c,jpeg_075_9f8a9,AgenziaANSA,0
12,AgenziaANSATwitterIMG109.jpg,AgenziaANSA/AgenziaANSATwitterIMG109.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
13,AgenziaANSATwitterIMG11.jpg,AgenziaANSA/AgenziaANSATwitterIMG11.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
14,AgenziaANSATwitterIMG110.jpg,AgenziaANSA/AgenziaANSATwitterIMG110.jpg,84,.jpg,image/jpeg,d170cf47e68a3e667c3575f48da5818f,jpeg_084_d170c,AgenziaANSA,0
15,AgenziaANSATwitterIMG111.jpg,AgenziaANSA/AgenziaANSATwitterIMG111.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
16,AgenziaANSATwitterIMG112.jpg,AgenziaANSA/AgenziaANSATwitterIMG112.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
17,AgenziaANSATwitterIMG113.png,AgenziaANSA/AgenziaANSATwitterIMG113.png,92,.png,image/png,,png_092,AgenziaANSA,0
18,AgenziaANSATwitterIMG114.jpg,AgenziaANSA/AgenziaANSATwitterIMG114.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
19,AgenziaANSATwitterIMG115.jpg,AgenziaANSA/AgenziaANSATwitterIMG115.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
20,AgenziaANSATwitterIMG116.jpg,AgenziaANSA/AgenziaANSATwitterIMG116.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
21,AgenziaANSATwitterIMG117.jpg,AgenziaANSA/AgenziaANSATwitterIMG117.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
22,AgenziaANSATwitterIMG118.jpg,AgenziaANSA/AgenziaANSATwitterIMG118.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
23,AgenziaANSATwitterIMG119.jpg,AgenziaANSA/AgenziaANSATwitterIMG119.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
24,AgenziaANSATwitterIMG12.jpg,AgenziaANSA/AgenziaANSATwitterIMG12.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
25,AgenziaANSATwitterIMG120.jpg,AgenziaANSA/AgenziaANSATwitterIMG120.jpg,90,.jpg,image/jpeg,9158c468b7a141a3ceadbd5cd06d026d,jpeg_090_9158c,AgenziaANSA,0
26,AgenziaANSATwitterIMG121.jpg,AgenziaANSA/AgenziaANSATwitterIMG121.jpg,92,.jpg,image/jpeg,92e341e69181dee98ac46d2bf297e3f6,jpeg_092_92e34,AgenziaANSA,0
27,AgenziaANSATwitterIMG122.jpg,AgenziaANSA/AgenziaANSATwitterIMG122.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
28,AgenziaANSATwitterIMG123.jpg,AgenziaANSA/AgenziaANSATwitterIMG123.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
29,AgenziaANSATwitterIMG124.jpg,AgenziaANSA/AgenziaANSATwitterIMG124.jpg,50,.jpg,image/jpeg,ff19b4e511dff3c39d540456d097f3a9,jpeg_050_ff19b,AgenziaANSA,0
30,AgenziaANSATwitterIMG125.jpg,AgenziaANSA/AgenziaANSATwitterIMG125.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
31,AgenziaANSATwitterIMG126.png,AgenziaANSA/AgenziaANSATwitterIMG126.png,92,.png,image/png,,png_092,AgenziaANSA,0
32,AgenziaANSATwitterIMG127.jpg,AgenziaANSA/AgenziaANSATwitterIMG127.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
33,AgenziaANSATwitterIMG128.jpg,AgenziaANSA/AgenziaANSATwitterIMG128.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
34,AgenziaANSATwitterIMG129.jpg,AgenziaANSA/AgenziaANSATwitterIMG129.jpg,92,.jpg,image/jpeg,92e341e69181dee98ac46d2bf297e3f6,jpeg_092_92e34,AgenziaANSA,0
35,AgenziaANSATwitterIMG13.jpg,AgenziaANSA/AgenziaANSATwitterIMG13.jpg,75,.jpg,image/jpeg,9f8a9109f7a07fc2ecfdd7e92847019c,jpeg_075_9f8a9,AgenziaANSA,0
36,AgenziaANSATwitterIMG130.jpg,AgenziaANSA/AgenziaANSATwitterIMG130.jpg,75,.jpg,image/jpeg,9f8a9109f7a07fc2ecfdd7e92847019c,jpeg_075_9f8a9,AgenziaANSA,0
37,AgenziaANSATwitterIMG131.jpg,AgenziaANSA/AgenziaANSATwitterIMG131.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
38,AgenziaANSATwitterIMG132.jpg,AgenziaANSA/AgenziaANSATwitterIMG132.jpg,75,.jpg,image/jpeg,9f8a9109f7a07fc2ecfdd7e92847019c,jpeg_075_9f8a9,AgenziaANSA,0
39,AgenziaANSATwitterIMG133.jpg,AgenziaANSA/AgenziaANSATwitterIMG133.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
40,AgenziaANSATwitterIMG134.jpg,AgenziaANSA/AgenziaANSATwitterIMG134.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
41,AgenziaANSATwitterIMG135.jpg,AgenziaANSA/AgenziaANSATwitterIMG135.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
42,AgenziaANSATwitterIMG136.png,AgenziaANSA/AgenziaANSATwitterIMG136.png,92,.png,image/png,,png_092,AgenziaANSA,0
43,AgenziaANSATwitterIMG137.jpg,AgenziaANSA/AgenziaANSATwitterIMG137.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
44,AgenziaANSATwitterIMG138.jpg,AgenziaANSA/AgenziaANSATwitterIMG138.jpg,85,.jpg,image/jpeg,08f295d39e241244d37eb8701d777f86,jpeg_085_08f29,AgenziaANSA,0
